Compound_name,Extracted_name,Molecular_weight,Type,Capacity_per_gram_in_mAh,Voltage_in_V,Efficiency_in_percent
Na @ NaPS-3,"[{'Na': '1.0'}, {'Na': '1.0', 'P': '1.0', 'S': '1.0'}]",109.014,Anode,106.0,2.0,94.0
ZnS / C,"[{'Zn': '1.0', 'S': '1.0'}, {'C': '1.0'}]",109.451,Anode,268.0,0.05,94.0
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anode,161.0,0.8,91.0
Lithium titanate,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anode,175.0,0.8,91.0
LNMO @ LTO-2,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Cathode,122.0,0.8,91.0
LTO-TO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anode,173.0,0.8,91.0
CNT / LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anode,150.0,0.8,91.0
Li2TiO3âLiCrO2,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Cathode,203.0,0.8,91.0
HEM-Li2O / LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Cathode,175.0,0.8,91.0
Na0.67Ni0.33Mn0.57Sn0.1O2,"[{'Na': '0.67', 'Ni': '0.33', 'Mn': '0.57', 'Sn': '0.1', 'O': '2.0'}]",109.95565,Cathode,155.2,2.0,94.0
NaNi0.35Mn0.35Fe0.3O2,"[{'Na': '1.0', 'Ni': '0.35', 'Mn': '0.35', 'Fe': '0.3', 'O': '2.0'}]",111.51235,Cathode,300.0,2.0,94.0
NaNi0.5Mn0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",111.8035,Cathode,125.0,1.0,94.0
S @ TiO2 / GA-1,"[{'S': '1.0', 'Ti': '1.0', 'O': '2.0'}]",111.925,Cathode,869.0,2.0,94.0
S @ TiO2 / GA-2,"[{'S': '1.0', 'Ti': '1.0', 'O': '2.0'}]",111.925,Cathode,987.0,2.0,94.0
TiO2 / S,"[{'Ti': '1.0', 'O': '2.0'}, {'S': '1.0'}]",111.925,Cathode,691.0,2.0,94.0
Fe0.92Mn0.08Si2,"[{'Fe': '0.92', 'Mn': '0.08', 'Si': '2.0'}]",111.94244,Anode,210.0,2.0,94.0
TiS2,"[{'Ti': '1.0', 'S': '2.0'}]",111.987,Cathode,120.0,2.5,94.0
TiS2 / carbon,"[{'Ti': '1.0', 'S': '2.0'}]",111.987,Cathode,200.0,2.5,94.0
NaNi0.5Fe0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Fe': '0.5', 'O': '2.0'}]",112.257,Cathode,189.0,4.2,94.0
FeF3,"[{'Fe': '1.0', 'F': '3.0'}]",112.839,Cathode,237.0,1.5,94.0
PVP,"[{'P': '2.0', 'V': '1.0'}]",112.8895,Cathode,200.0,2.0,95.6
PVP @ S-SACNT,"[{'P': '2.0', 'V': '1.0'}]",112.8895,Cathode,856.0,2.0,95.6
PVP-CNF,"[{'P': '2.0', 'V': '1.0'}]",112.8895,Anode,932.3,2.0,95.6
Na[Ni0.6Co0.2Mn0.2]O2,"[{'Na': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",112.978,Cathode,151.0,2.0,94.0
Fe0.9Co0.1F3Â·0.5H2O,"[{'Fe': '0.9', 'Co': '0.1', 'F': '3.0'}]",113.1478,Cathode,85.0,2.0,94.0
NVPF,"[{'N': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0'}]",114.9205,Cathode,115.0,3.3,94.0
VS2,"[{'V': '1.0', 'S': '2.0'}]",115.0615,Cathode,1374.0,1.5,94.0
VS2-GO,"[{'V': '1.0', 'S': '2.0'}]",115.0615,Cathode,146.0,1.5,94.0
FeCO3,"[{'Fe': '1.0', 'C': '1.0', 'O': '3.0'}]",115.853,Anode,1796.0,2.0,94.0
Ni0.25Mn0.75CO3,"[{'Ni': '0.25', 'Mn': '0.75', 'C': '1.0', 'O': '3.0'}]",115.88475,Anode,1012.0,2.0,94.0
Li2MnO3,"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",116.815,Cathode,35.0,3.28,94.0
0.5Li2MnO3Â·0.5LiNi0.33Co0.33Mn0.,"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",116.815,Cathode,179.5,3.28,94.0
NiCo,"[{'Ni': '1.0', 'Co': '1.0'}]",117.626,Cathode,105.0,2.0,94.0
B2S3,"[{'B': '2.0', 'S': '3.0'}]",117.8,Anode,437.0,2.0,94.0
Li5AlSi2,"[{'Li': '5.0', 'Al': '1.0', 'Si': '2.0'}]",117.852,Anode,900.0,2.0,94.0
CoCO3,"[{'Co': '1.0', 'C': '1.0', 'O': '3.0'}]",118.941,Anode,1008.0,0.96,75.2
S @ MnO2,"[{'S': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",118.996,Cathode,760.0,2.1,94.0
CuFe-500,"[{'Cu': '1.0', 'Fe': '1.0'}]",119.391,Anode,194.6,2.0,94.0
TiO2-NWs-C / Si / C,"[{'Ti': '1.0', 'O': '2.0'}, {'Si': '1.0'}, {'C': '1.0'}]",119.96099999999998,Anode,2200.0,2.0,94.0
Si / C @ TiO2,"[{'Si': '1.0'}, {'C': '1.0', 'Ti': '1.0', 'O': '2.0'}]",119.961,Anode,1048.0,3.1,94.0
FeS2,"[{'Fe': '1.0', 'S': '2.0'}]",119.965,Cathode,140.6,1.7,94.0
FeS2 @ S-C,"[{'Fe': '1.0', 'S': '2.0'}]",119.965,Anode,100.0,1.7,94.0
RGO @ FeS2,"[{'Fe': '1.0', 'S': '2.0'}]",119.965,Anode,535.0,1.7,94.0
MoC / C,"[{'Mo': '1.0', 'C': '1.0'}, {'C': '1.0'}]",119.972,Anode,742.0,2.0,94.0
LiMnBO3,"[{'Li': '1.0', 'Mn': '1.0', 'B': '1.0', 'O': '3.0'}]",120.685,Cathode,222.0,2.5,94.0
PVK,"[{'P': '1.0', 'V': '1.0', 'K': '1.0'}]",121.0135,Cathode,61.0,4.2,94.0
ZnS / C @ C,"[{'Zn': '1.0', 'S': '1.0'}, {'C': '2.0'}]",121.462,Anode,751.0,2.0,94.0
LTO / C,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}, {'C': '1.0'}]",121.755,Anode,105.6,2.0,94.0
MnVO,"[{'Mn': '1.0', 'V': '1.0', 'O': '1.0'}]",121.8785,Anode,752.0,0.2,37.9
Ni / Cu,"[{'Ni': '1.0'}, {'Cu': '1.0'}]",122.239,Cathode,40.0,2.6,94.0
LiMn0.5Co0.5BO3,"[{'Li': '1.0', 'Mn': '0.5', 'Co': '0.5', 'B': '1.0', 'O': '3.0'}]",122.6825,Cathode,110.0,2.0,94.0
NiS2-40,"[{'Ni': '1.0', 'S': '2.0'}]",122.813,Cathode,794.0,0.5,94.0
NiS2 / Câsulfur,"[{'Ni': '1.0', 'S': '2.0'}]",122.813,Cathode,569.0,0.5,94.0
NiS2âC,"[{'Ni': '1.0', 'S': '2.0'}]",122.813,Cathode,941.0,0.5,94.0
NiS2,"[{'Ni': '1.0', 'S': '2.0'}]",122.813,Cathode,654.0,0.5,94.0
CoS2,"[{'Co': '1.0', 'S': '2.0'}]",123.053,Cathode,835.0,2.0,94.0
CoS2 / rGO-S,"[{'Co': '1.0', 'S': '2.0'}]",123.053,Cathode,993.5,2.0,94.0
CoS2 / graphene,"[{'Co': '1.0', 'S': '2.0'}]",123.053,Cathode,1368.0,2.0,94.0
CoS2-NC,"[{'Co': '1.0', 'S': '2.0'}]",123.053,Cathode,702.0,2.0,94.0
Li(Fe0.5Co0.5)BO3,"[{'Li': '1.0', 'Fe': '0.5', 'Co': '0.5', 'B': '1.0', 'O': '3.0'}]",123.136,Cathode,120.0,2.0,94.0
HPHC / Se,"[{'H': '2.0', 'P': '1.0', 'C': '1.0'}, {'Se': '1.0'}]",123.972,Cathode,458.0,2.0,94.0
NCF / Se,"[{'N': '1.0', 'C': '1.0', 'F': '1.0'}, {'Se': '1.0'}]",123.987,Cathode,235.0,2.0,94.0
CNF / Se,"[{'C': '1.0', 'N': '1.0', 'F': '1.0'}, {'Se': '1.0'}]",123.987,Cathode,599.0,2.0,94.0
Si @ AlF3 @ C,"[{'Si': '1.0'}, {'Al': '1.0', 'F': '3.0'}, {'C': '1.0'}]",124.072,Anode,1600.0,2.0,94.0
Sulfur / C3N4,"[{'S': '1.0'}, {'C': '3.0', 'N': '4.0'}]",124.121,Cathode,720.0,2.1,94.0
LiCoBO3,"[{'Li': '1.0', 'Co': '1.0', 'B': '1.0', 'O': '3.0'}]",124.68,Cathode,98.0,4.0,94.0
S @ Ni(OH)2,"[{'S': '1.0'}, {'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",124.767,Cathode,523.0,3.0,94.0
FeF3 / C,"[{'Fe': '1.0', 'F': '3.0'}, {'C': '1.0'}]",124.85,Cathode,710.0,1.5,94.0
B2O3 / Fe,"[{'B': '2.0', 'O': '3.0'}, {'Fe': '1.0'}]",125.462,Anode,800.0,2.0,94.0
Fe2N @ AC @ rGO,"[{'Fe': '2.0', 'N': '1.0'}]",125.697,Anode,303.0,2.0,94.0
LiMnO4,"[{'Li': '1.0', 'Mn': '1.0', 'O': '4.0'}]",125.874,Cathode,60.0,2.0,94.0
NVPF @ C,"[{'N': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0'}, {'C': '1.0'}]",126.9315,Cathode,130.0,4.3,94.0
NVPF @ C / CNTs,"[{'N': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0', 'C': '1.0'}]",126.9315,Cathode,102.0,4.3,94.0
FeHCCo,"[{'Fe': '1.0', 'H': '1.0', 'C': '1.0', 'Co': '1.0'}]",127.797,Cathode,116.0,2.0,99.6
MoO2,"[{'Mo': '1.0', 'O': '2.0'}]",127.948,Anode,523.0,0.35,94.0
MoS,"[{'Mo': '1.0', 'S': '1.0'}]",128.01,Cathode,170.0,2.0,94.0
Co0.85Se @ rGO,"[{'Co': '0.85', 'Se': '1.0'}]",129.06405,Anode,460.0,2.0,94.0
MnO2 / o-CP,"[{'Mn': '1.0', 'O': '2.0'}, {'C': '1.0', 'P': '1.0'}]",129.921,Cathode,180.0,2.0,94.0
Sn / C,"[{'Sn': '1.0'}, {'C': '1.0'}]",130.721,Anode,425.0,2.0,80.1
45-Sn @ C,"[{'Sn': '1.0'}, {'C': '1.0'}]",130.721,Anode,270.0,2.0,80.1
Sn @ C,"[{'Sn': '1.0'}, {'C': '1.0'}]",130.721,Anode,500.0,2.0,80.1
NVOPF / rGO,"[{'N': '1.0', 'V': '1.0', 'O': '1.0', 'P': '1.0', 'F': '1.0'}]",130.9195,Cathode,87.2,2.0,94.0
S @ MnO2 @ C,"[{'S': '1.0'}, {'Mn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",131.007,Cathode,703.3,2.0,94.0
MnSiO3,"[{'Mn': '1.0', 'Si': '1.0', 'O': '3.0'}]",131.01999999999998,Anode,244.6,2.0,94.0
VB2 / Ni,"[{'V': '1.0', 'B': '2.0'}, {'Ni': '1.0'}]",131.2545,Anode,2700.0,0.7,85.6
FeS2 @ C,"[{'Fe': '1.0', 'S': '2.0'}, {'C': '1.0'}]",131.976,Cathode,893.0,2.0,94.0
RGO @ p-FeS2 @ C,"[{'Fe': '1.0', 'S': '2.0'}, {'C': '1.0'}]",131.976,Anode,503.0,2.0,94.0
LiMnBO3 / C,"[{'Li': '1.0', 'Mn': '1.0', 'B': '1.0', 'O': '3.0'}, {'C': '1.0'}]",132.696,Cathode,120.0,4.5,94.0
Li2MnO4,"[{'Li': '2.0', 'Mn': '1.0', 'O': '4.0'}]",132.814,Cathode,83.0,2.0,94.0
YS-Fe2O3 @ C,"[{'Y': '1.0', 'S': '1.0'}, {'C': '1.0'}]",132.977,Anode,986.0,2.0,74.6
RuO2,"[{'Ru': '1.0', 'O': '2.0'}]",133.06799999999998,Anode,1130.0,0.81,99.0
NiO / Ni / C-F,"[{'Ni': '1.0', 'O': '1.0'}, {'Ni': '1.0'}]",133.385,Anode,793.0,2.0,94.0
NiO / Ni / graphene,"[{'Ni': '1.0', 'O': '1.0'}, {'Ni': '1.0'}]",133.385,Anode,207.0,2.0,94.0
LiFeBO3 / C,"[{'Li': '1.0', 'Fe': '1.0', 'B': '1.0', 'O': '3.0'}, {'C': '1.0'}]",133.603,Cathode,69.0,2.0,94.0
Sb / C,"[{'Sb': '1.0'}, {'C': '1.0'}]",133.77100000000002,Anode,650.0,2.0,94.0
Sb @ C,"[{'Sb': '1.0'}, {'C': '1.0'}]",133.77100000000002,Anode,510.0,2.0,94.0
Co / CoO,"[{'Co': '1.0'}, {'Co': '1.0', 'O': '1.0'}]",133.865,Cathode,500.0,2.0,94.0
SnO,"[{'Sn': '1.0', 'O': '1.0'}]",134.709,Anode,1000.0,1.0,94.0
NiS2 / C,"[{'Ni': '1.0', 'S': '2.0'}, {'C': '1.0'}]",134.824,Cathode,315.0,1.6,94.0
NaMnF3,"[{'Na': '1.0', 'Mn': '1.0', 'F': '3.0'}]",134.922,Cathode,150.0,3.84,94.0
CoS2 / C,"[{'Co': '1.0', 'S': '2.0'}, {'C': '1.0'}]",135.064,Cathode,805.0,2.0,94.0
Li3VO4 / CâNi,"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}]",135.7575,Anode,325.0,3.0,94.0
Li3VO4,"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}]",135.7575,Anode,426.0,3.0,94.0
NaFeF3,"[{'Na': '1.0', 'Fe': '1.0', 'F': '3.0'}]",135.829,Cathode,50.0,3.1,94.0
Si / Ag,"[{'Si': '1.0'}, {'Ag': '1.0'}]",135.955,Anode,1420.0,2.0,83.4
SiAg,"[{'Si': '1.0', 'Ag': '1.0'}]",135.955,Anode,2300.0,2.0,83.4
Na0.5NbO2,"[{'Na': '0.5', 'Nb': '1.0', 'O': '2.0'}]",136.399,Cathode,68.3,2.0,94.0
LiFeO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'O': '4.0'}, {'C': '1.0'}]",138.792,Cathode,244.8,2.0,94.0
NaCoF3,"[{'Na': '1.0', 'Co': '1.0', 'F': '3.0'}]",138.917,Cathode,38.0,2.0,94.0
MoO2 / C,"[{'Mo': '1.0', 'O': '2.0'}, {'C': '1.0'}]",139.959,Anode,1290.0,2.0,43.2
KVPF,"[{'K': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0'}]",140.0115,Cathode,84.0,3.4,94.0
Silicon nitride,"[{'Si': '3.0', 'N': '4.0'}]",140.283,Anode,95.0,2.0,94.0
Carbon-nanotubes / sulfur @ Si3N4,"[{'Si': '3.0', 'N': '4.0'}]",140.283,Cathode,1334.7,2.0,94.0
Sodium titanate,"[{'Na': '2.0', 'Ti': '1.0', 'O': '3.0'}]",141.844,Anode,150.0,2.5,94.0
Fe2P-Fum-C,"[{'Fe': '2.0', 'P': '1.0'}]",142.664,Anode,439.0,2.0,94.0
NiSi2 / Si,"[{'Ni': '1.0', 'Si': '2.0'}, {'Si': '1.0'}]",142.948,Anode,477.0,2.0,94.0
SeS2,"[{'Se': '1.0', 'S': '2.0'}]",143.091,Cathode,395.0,0.5,94.0
CoâNâC / SeS2,"[{'Se': '1.0', 'S': '2.0'}]",143.091,Cathode,300.3,0.5,94.0
CuO / Cu,"[{'Cu': '1.0', 'O': '1.0'}, {'Cu': '1.0'}]",143.091,Anode,600.0,0.5,94.0
Cu2O,"[{'Cu': '2.0', 'O': '1.0'}]",143.091,Anode,375.0,0.5,94.0
SeS2 / CNT,"[{'Se': '1.0', 'S': '2.0'}]",143.091,Cathode,512.0,0.5,94.0
LiZnBO3 / C,"[{'Li': '1.0', 'Zn': '1.0', 'B': '1.0', 'O': '3.0'}, {'C': '1.0'}]",143.138,Anode,658.0,2.0,94.0
FeC2O4,"[{'Fe': '1.0', 'C': '2.0', 'O': '4.0'}]",143.863,Anode,946.0,2.0,94.0
MoO3,"[{'Mo': '1.0', 'O': '3.0'}]",143.947,Anode,22.0,2.05,69.5
MoO3 / G-47,"[{'Mo': '1.0', 'O': '3.0'}]",143.947,Anode,1243.5,2.05,69.5
MoO3 / G-27,"[{'Mo': '1.0', 'O': '3.0'}]",143.947,Anode,977.0,2.05,69.5
Si0.8Sb,"[{'Si': '0.8', 'Sb': '1.0'}]",144.228,Anode,862.7,2.0,94.0
Mo0.8Si0.2P2,"[{'Mo': '0.8', 'Si': '0.2', 'P': '2.0'}]",144.32500000000002,Anode,730.0,2.0,94.0
ZnSe-NC,"[{'Zn': '1.0', 'Se': '1.0'}]",144.351,Anode,592.0,2.0,94.0
(MoO3)0.98(V2O5)0.02,"[{'Mo': '0.98', 'O': '3.04', 'V': '0.04'}]",144.70561999999998,Cathode,280.6,2.0,94.0
Ru @ HPC,"[{'Ru': '1.0'}, {'H': '1.0', 'P': '1.0', 'C': '1.0'}]",145.063,Cathode,1000.0,2.0,94.0
MnO2 / Ni / PVDF,"[{'Mn': '1.0', 'O': '2.0'}, {'Ni': '1.0'}]",145.62900000000002,Anode,913.7,2.0,94.0
VPO4,"[{'V': '1.0', 'P': '1.0', 'O': '4.0'}]",145.9115,Anode,887.3,2.0,94.0
VPO4 @ carbon,"[{'V': '1.0', 'P': '1.0', 'O': '4.0'}]",145.9115,Anode,245.3,2.0,94.0
FeNiHCF,"[{'Fe': '1.0', 'Ni': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",146.55499999999998,Cathode,106.0,2.0,94.0
Si / Sn,"[{'Si': '1.0'}, {'Sn': '1.0'}]",146.795,Anode,1244.0,2.0,94.0
CuCrO2,"[{'Cu': '1.0', 'Cr': '1.0', 'O': '2.0'}]",147.54,Anode,641.0,2.0,94.0
CuCrO2 / CNTs,"[{'Cu': '1.0', 'Cr': '1.0', 'O': '2.0'}]",147.54,Anode,742.0,2.0,94.0
S / CB @ Ni(OH)2,"[{'S': '1.0'}, {'O': '2.0', 'H': '2.0', 'C': '1.0', 'B': '1.0', 'Ni': '1.0'}]",147.58800000000002,Cathode,810.0,2.0,94.0
Li3VO4 / N-doped C,"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}, {'C': '1.0'}]",147.7685,Anode,472.0,2.0,94.0
LiNbO3,"[{'Li': '1.0', 'Nb': '1.0', 'O': '3.0'}]",147.84300000000002,Anode,61.0,3.7,90.2
Co @ PNCS-2,"[{'Co': '1.0'}, {'P': '1.0', 'N': '1.0', 'C': '1.0', 'S': '1.0'}]",147.985,Cathode,4352.0,0.17,94.0
Li2NiF4-PEDOT,"[{'Li': '2.0', 'Ni': '1.0', 'F': '4.0'}]",148.565,Cathode,393.0,2.0,6.0
NiCoP,"[{'Ni': '1.0', 'Co': '1.0', 'P': '1.0'}]",148.6,Anode,144.0,2.0,94.0
V2O3 / rGO,"[{'V': '2.0', 'O': '3.0'}]",149.88,Anode,1393.2,0.1,100.0
CoSe @ C,"[{'Co': '1.0', 'Se': '1.0'}, {'C': '1.0'}]",149.915,Cathode,427.0,2.0,95.0
Ni / PCNFO-S,"[{'Ni': '1.0'}, {'P': '1.0', 'C': '1.0', 'N': '1.0', 'F': '1.0', 'O': '1.0'}]",150.682,Cathode,675.0,0.16,99.0
SnO2 / MXene,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,736.0,0.8,82.9
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,1378.0,0.8,82.9
SnO2âFe2O3âC,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,1944.0,0.8,82.9
SnO2-CTAB,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,720.0,0.8,82.9
SnO2 @ rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,750.0,0.8,82.9
SnO2 / GAs-I,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,709.6,0.8,82.9
SnO2 : Sb,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,1064.0,0.8,82.9
SnO2-HS,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,145.5,0.8,82.9
Mo-doped SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,430.0,0.8,82.9
SnO2 / GAs-3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,867.6,0.8,82.9
SnO2âC,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,492.5,0.8,82.9
SnO2 / G-S,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,1420.0,0.8,82.9
SnO2-60 @ CMK-3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,825.0,0.8,82.9
SnO2 / CNT,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,630.4,0.8,82.9
SnO2 / Sn @ rGO-1,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,779.7,0.8,82.9
SnO2âPPy,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,690.0,0.8,82.9
SnO2 @ CMK-8,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,1093.0,0.8,82.9
SnO2âFe2O3âLi2O,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,1019.4,0.8,82.9
SnO2 @ C-M,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,190.0,0.8,82.9
SnO2 : F,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,1255.0,0.8,82.9
Zinc-doped SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,488.3,0.8,82.9
SnO2âCu6Sn5 @ C-Cloth / C-Felt,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,681.0,0.8,82.9
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,1034.1,0.8,82.9
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,204.0,0.8,82.9
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,207.0,0.8,82.9
SnS,"[{'Sn': '1.0', 'S': '1.0'}]",150.76999999999998,Anode,439.0,1.15,68.0
SnS / rGO,"[{'Sn': '1.0', 'S': '1.0'}]",150.76999999999998,Anode,567.0,1.15,68.0
FePO4 / graphene,"[{'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",150.815,Cathode,112.0,1.0,94.0
FePO4Â·2H2O,"[{'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",150.815,Anode,80.0,1.0,94.0
FePO4,"[{'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",150.815,Cathode,73.0,1.0,94.0
ZFO @ PPY,"[{'P': '2.0', 'Y': '1.0'}]",150.854,Anode,1346.0,2.0,94.0
FeS2 @ CF-NS,"[{'Fe': '1.0', 'S': '2.0'}, {'C': '1.0', 'F': '1.0'}]",150.974,Anode,727.0,2.0,94.0
Li2Ru0.75Mn0.25O3,"[{'Li': '2.0', 'Ru': '0.75', 'Mn': '0.25', 'O': '3.0'}]",151.414,Cathode,230.0,2.0,94.0
GeSe,"[{'Ge': '1.0', 'Se': '1.0'}]",151.601,Anode,707.12,2.0,94.0
FeTiO3,"[{'Fe': '1.0', 'Ti': '1.0', 'O': '3.0'}]",151.709,Anode,142.4,2.0,94.0
NIB,"[{'N': '1.0', 'I': '1.0', 'B': '1.0'}]",151.717,Anode,130.0,4.5,94.0
Cr2O3,"[{'Cr': '2.0', 'O': '3.0'}]",151.989,Anode,60.5,2.0,94.0
Ge @ TiO2,"[{'Ge': '1.0'}, {'Ti': '1.0', 'O': '2.0'}]",152.49499999999998,Anode,1460.0,2.0,94.0
NiTiO3,"[{'Ni': '1.0', 'Ti': '1.0', 'O': '3.0'}]",154.55700000000002,Anode,500.0,2.0,94.0
CoTiO3,"[{'Co': '1.0', 'Ti': '1.0', 'O': '3.0'}]",154.797,Anode,520.0,2.0,94.0
CaMnO3 / C,"[{'Ca': '1.0', 'Mn': '1.0', 'O': '3.0'}, {'C': '1.0'}]",155.024,Cathode,3870.0,1.85,94.0
Co0.85Se / NC-X,"[{'Co': '0.85', 'Se': '1.0'}, {'N': '1.0', 'C': '1.0'}]",155.08205,Anode,776.6,3.0,67.54
CNT / S / ZrO2,"[{'S': '1.0'}, {'Zr': '1.0', 'O': '2.0'}]",155.282,Cathode,1138.0,2.0,94.0
NP2-Si @ TiO2,"[{'N': '1.0', 'P': '2.0'}, {'Ti': '1.0', 'O': '2.0'}]",155.82,Anode,889.5,2.0,94.0
MoO3 / C,"[{'Mo': '1.0', 'O': '3.0'}, {'C': '1.0'}]",155.958,Anode,500.0,2.0,72.5
LiMnPO4,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",156.848,Cathode,100.0,4.0,94.0
Fe-doped LiMnPO4,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",156.848,Cathode,107.0,4.0,94.0
LiMn0.8Fe0.2PO4,"[{'Li': '1.0', 'Mn': '0.8', 'Fe': '0.2', 'P': '1.0', 'O': '4.0'}]",157.0294,Cathode,148.0,1.8,94.0
LiTi0.08Fe0.92PO4,"[{'Li': '1.0', 'Ti': '0.08', 'Fe': '0.92', 'P': '1.0', 'O': '4.0'}]",157.11676,Cathode,160.0,2.0,94.0
LiMn0.7Fe0.3PO4-C,"[{'Li': '1.0', 'Mn': '0.7', 'Fe': '0.3', 'P': '1.0', 'O': '4.0'}]",157.1201,Cathode,158.0,2.0,94.0
LiMn0.7Fe0.3PO4,"[{'Li': '1.0', 'Mn': '0.7', 'Fe': '0.3', 'P': '1.0', 'O': '4.0'}]",157.1201,Cathode,158.0,2.0,94.0
LiMn0.21Fe0.79PO4,"[{'Li': '1.0', 'Mn': '0.21', 'Fe': '0.79', 'P': '1.0', 'O': '4.0'}]",157.56453000000002,Cathode,108.45,2.0,94.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cathode,56.7,0.2,84.3
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cathode,154.4,0.2,84.3
LiFePO4-C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cathode,159.0,0.2,84.3
LiFePO4 / C-PPy,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cathode,155.0,0.2,84.3
Lithium iron phosphate,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cathode,170.0,0.2,84.3
LiFePO4âAl @ CNT,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cathode,121.4,0.2,84.3
LiFePO4 / graphene,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cathode,160.0,0.2,84.3
LiFePO4 @ N-GA,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cathode,78.0,0.2,84.3
LFP @ CZIF-8-900B,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cathode,154.6,0.2,84.3
LiFePO4 / CâSn,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cathode,170.0,0.2,84.3
Ti-doped LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cathode,85.0,0.2,84.3
